"claveciudad","nombreciudad","ano","mes","especificacion","preciopromedio","cantidad","unidad"
4,"Guadalajara, Jal.","2,017",4,"POZOLERO, BLANCO, A GRANEL",18,"1",KG
5,"Monterrey, N.L.","2,017",4,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,017",4,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,017",4,"POZOLERO, A GRANEL",16,"1",KG
11,"Puebla, Pue.","2,017",4,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
12,"San Luis Potosí, S.L.P.","2,017",4,"PALOMERO, A GRANEL",27.8,"1",KG
13,"Tapachula, Chis.","2,017",4,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,017",4,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,017",4,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,017",4,"POZOLERO, S/CABEZA, A GRANEL",21,"1",KG
16,"Veracruz, Ver.","2,017",4,"PALOMERO, A GRANEL",15.75,"1",KG
22,"Córdoba, Ver.","2,017",4,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,017",4,"PALOMERO, A GRANEL",16,"1",KG
24,"Tijuana, B.C.","2,017",4,"POZOLERO, A GRANEL",29,"1",KG
24,"Tijuana, B.C.","2,017",4,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,017",4,"PALOMERO, A GRANEL",23,"1",KG
26,"Colima, Col.","2,017",4,"POZOLERO, GRANDE, A GRANEL",14,"1",KG
26,"Colima, Col.","2,017",4,"POZOLERO, GRANDE, A GRANEL",17.75,"1",KG
31,"Iguala, Gro.","2,017",4,"POZOLERO, A GRANEL",19,"1",KG
34,"Cortazar, Gto.","2,017",4,"POZOLERO, A GRANEL",24,"1",KG
36,"Durango, Dgo.","2,017",4,"PALOMERO, A GRANEL",23,"1",KG
37,"Tepic, Nay.","2,017",4,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,017",4,"POZOLERO, A GRANEL",16,"1",KG
38,"Oaxaca, Oax.","2,017",4,"POZOLERO, S/CABEZA, A GRANEL",22,"1",KG
39,"Querétaro, Qro.","2,017",4,"PALOMERO, A GRANEL",22.75,"1",KG
39,"Querétaro, Qro.","2,017",4,"PALOMERO, A GRANEL",23.5,"1",KG
41,"Tlaxcala, Tlax.","2,017",4,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"POZOLERO, S/CABEZA, A GRANEL",15.5,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"PALOMERO, A GRANEL",27,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"PALOMERO, A GRANEL",26,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,013",12,"POZOLERO, S/CABEZA, A GRANEL",14.25,"1",KG
3,"Morelia, Mich.","2,013",12,"POZOLERO, S/CABEZA, A GRANEL",17.5,"1",KG
3,"Morelia, Mich.","2,013",12,"PALOMERO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,013",12,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,013",12,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,013",12,"POZOLERO, A GRANEL",10,"1",KG
11,"Puebla, Pue.","2,013",12,"PALOMERO, A GRANEL",19.8,"1",KG
11,"Puebla, Pue.","2,013",12,"POZOLERO, S/CABEZA, A GRANEL",11,"1",KG
12,"San Luis Potosí, S.L.P.","2,013",12,"PALOMERO, A GRANEL",30,"1",KG
13,"Tapachula, Chis.","2,013",12,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,013",12,"PALOMERO, A GRANEL",19,"1",KG
14,"Toluca, Edo. de Méx.","2,013",12,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,013",12,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
16,"Veracruz, Ver.","2,013",12,"PALOMERO, A GRANEL",22,"1",KG
17,"Villahermosa, Tab.","2,013",12,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,013",12,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",12,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",12,"POZOLERO, COLORADO, A GRANEL",17.75,"1",KG
24,"Tijuana, B.C.","2,013",12,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,013",12,"PALOMERO, A GRANEL",25.5,"1",KG
26,"Colima, Col.","2,013",12,"POZOLERO, CHICO, A GRANEL",11.38,"1",KG
26,"Colima, Col.","2,013",12,"POZOLERO, GRANDE, A GRANEL",12.3,"1",KG
31,"Iguala, Gro.","2,013",12,"POZOLERO, A GRANEL",14,"1",KG
34,"Cortazar, Gto.","2,013",12,"POZOLERO, A GRANEL",29,"1",KG
37,"Tepic, Nay.","2,013",12,"POZOLERO, EXTRA, A GRANEL",17.5,"1",KG
37,"Tepic, Nay.","2,013",12,"POZOLERO, A GRANEL",13,"1",KG
38,"Oaxaca, Oax.","2,013",12,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,013",12,"PALOMERO, A GRANEL",21.25,"1",KG
39,"Querétaro, Qro.","2,013",12,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,013",12,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"POZOLERO, S/CABEZA, A GRANEL",16.75,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"PALOMERO, A GRANEL",26.25,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"PALOMERO, A GRANEL",25.75,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,013",11,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,013",11,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
3,"Morelia, Mich.","2,013",11,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,013",11,"POZOLERO, BLANCO, A GRANEL",12,"1",KG
5,"Monterrey, N.L.","2,013",11,"POZOLERO, BLANCO, A GRANEL",8.25,"1",KG
7,"Cd. Juárez, Chih.","2,013",11,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,013",11,"POZOLERO, A GRANEL",10,"1",KG
11,"Puebla, Pue.","2,013",11,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,013",11,"POZOLERO, S/CABEZA, A GRANEL",11,"1",KG
12,"San Luis Potosí, S.L.P.","2,013",11,"PALOMERO, A GRANEL",29.1,"1",KG
13,"Tapachula, Chis.","2,013",11,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,013",11,"PALOMERO, A GRANEL",18.5,"1",KG
14,"Toluca, Edo. de Méx.","2,013",11,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,013",11,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
16,"Veracruz, Ver.","2,013",11,"PALOMERO, A GRANEL",22,"1",KG
17,"Villahermosa, Tab.","2,013",11,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,013",11,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",11,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",11,"POZOLERO, COLORADO, A GRANEL",17,"1",KG
24,"Tijuana, B.C.","2,013",11,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,013",11,"PALOMERO, A GRANEL",26,"1",KG
26,"Colima, Col.","2,013",11,"POZOLERO, CHICO, A GRANEL",12.5,"1",KG
26,"Colima, Col.","2,013",11,"POZOLERO, GRANDE, A GRANEL",12.85,"1",KG
31,"Iguala, Gro.","2,013",11,"POZOLERO, A GRANEL",14,"1",KG
34,"Cortazar, Gto.","2,013",11,"POZOLERO, A GRANEL",29,"1",KG
37,"Tepic, Nay.","2,013",11,"POZOLERO, EXTRA, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,013",11,"POZOLERO, A GRANEL",13,"1",KG
38,"Oaxaca, Oax.","2,013",11,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,013",11,"PALOMERO, A GRANEL",20,"1",KG
39,"Querétaro, Qro.","2,013",11,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,013",11,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,013",8,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,013",8,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,013",8,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,013",8,"POZOLERO, BLANCO, A GRANEL",12,"1",KG
5,"Monterrey, N.L.","2,013",8,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,013",8,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,013",8,"POZOLERO, A GRANEL",12,"1",KG
11,"Puebla, Pue.","2,013",8,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,013",8,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
12,"San Luis Potosí, S.L.P.","2,013",8,"PALOMERO, A GRANEL",28.8,"1",KG
13,"Tapachula, Chis.","2,013",8,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,013",8,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,013",8,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,013",8,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
16,"Veracruz, Ver.","2,013",8,"PALOMERO, A GRANEL",20,"1",KG
17,"Villahermosa, Tab.","2,013",8,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,013",8,"PALOMERO, A GRANEL",22,"1",KG
23,"Aguascalientes, Ags.","2,013",8,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",8,"POZOLERO, COLORADO, A GRANEL",17.75,"1",KG
24,"Tijuana, B.C.","2,013",8,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,013",8,"PALOMERO, A GRANEL",24.75,"1",KG
26,"Colima, Col.","2,013",8,"POZOLERO, CHICO, A GRANEL",12.5,"1",KG
26,"Colima, Col.","2,013",8,"POZOLERO, GRANDE, A GRANEL",14.1,"1",KG
31,"Iguala, Gro.","2,013",8,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,013",8,"POZOLERO, A GRANEL",30.72,"1",KG
37,"Tepic, Nay.","2,013",8,"POZOLERO, EXTRA, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,013",8,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,013",8,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
39,"Querétaro, Qro.","2,013",8,"PALOMERO, A GRANEL",18.25,"1",KG
39,"Querétaro, Qro.","2,013",8,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,013",8,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"PALOMERO, A GRANEL",27,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"PALOMERO, A GRANEL",26,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",1,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",1,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
3,"Morelia, Mich.","2,014",1,"PALOMERO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,014",1,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",1,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,014",1,"POZOLERO, A GRANEL",10.25,"1",KG
11,"Puebla, Pue.","2,014",1,"POZOLERO, S/CABEZA, A GRANEL",10.5,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",1,"PALOMERO, A GRANEL",30,"1",KG
13,"Tapachula, Chis.","2,014",1,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",1,"PALOMERO, A GRANEL",19.5,"1",KG
14,"Toluca, Edo. de Méx.","2,014",1,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",1,"POZOLERO, S/CABEZA, A GRANEL",17.63,"1",KG
16,"Veracruz, Ver.","2,014",1,"PALOMERO, A GRANEL",19.25,"1",KG
17,"Villahermosa, Tab.","2,014",1,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,014",1,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",1,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",1,"POZOLERO, COLORADO, A GRANEL",17,"1",KG
24,"Tijuana, B.C.","2,014",1,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",1,"PALOMERO, A GRANEL",24.75,"1",KG
26,"Colima, Col.","2,014",1,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",1,"POZOLERO, GRANDE, A GRANEL",13,"1",KG
31,"Iguala, Gro.","2,014",1,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,014",1,"POZOLERO, A GRANEL",29,"1",KG
37,"Tepic, Nay.","2,014",1,"POZOLERO, EXTRA, A GRANEL",16.5,"1",KG
37,"Tepic, Nay.","2,014",1,"POZOLERO, A GRANEL",12.25,"1",KG
38,"Oaxaca, Oax.","2,014",1,"POZOLERO, S/CABEZA, A GRANEL",12.75,"1",KG
39,"Querétaro, Qro.","2,014",1,"PALOMERO, A GRANEL",21,"1",KG
39,"Querétaro, Qro.","2,014",1,"PALOMERO, A GRANEL",23,"1",KG
41,"Tlaxcala, Tlax.","2,014",1,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,013",9,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,013",9,"POZOLERO, S/CABEZA, A GRANEL",26,"1",KG
3,"Morelia, Mich.","2,013",9,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,013",9,"POZOLERO, BLANCO, A GRANEL",12,"1",KG
5,"Monterrey, N.L.","2,013",9,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,013",9,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,013",9,"POZOLERO, A GRANEL",12,"1",KG
11,"Puebla, Pue.","2,013",9,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,013",9,"POZOLERO, S/CABEZA, A GRANEL",11.25,"1",KG
12,"San Luis Potosí, S.L.P.","2,013",9,"PALOMERO, A GRANEL",26.15,"1",KG
13,"Tapachula, Chis.","2,013",9,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,013",9,"PALOMERO, A GRANEL",18.38,"1",KG
14,"Toluca, Edo. de Méx.","2,013",9,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,013",9,"POZOLERO, S/CABEZA, A GRANEL",14.25,"1",KG
16,"Veracruz, Ver.","2,013",9,"PALOMERO, A GRANEL",20,"1",KG
17,"Villahermosa, Tab.","2,013",9,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,013",9,"PALOMERO, A GRANEL",22,"1",KG
23,"Aguascalientes, Ags.","2,013",9,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",9,"POZOLERO, COLORADO, A GRANEL",17,"1",KG
24,"Tijuana, B.C.","2,013",9,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,013",9,"PALOMERO, A GRANEL",25,"1",KG
26,"Colima, Col.","2,013",9,"POZOLERO, CHICO, A GRANEL",12.5,"1",KG
26,"Colima, Col.","2,013",9,"POZOLERO, GRANDE, A GRANEL",14.1,"1",KG
31,"Iguala, Gro.","2,013",9,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,013",9,"POZOLERO, A GRANEL",30.72,"1",KG
37,"Tepic, Nay.","2,013",9,"POZOLERO, EXTRA, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,013",9,"POZOLERO, A GRANEL",13.75,"1",KG
38,"Oaxaca, Oax.","2,013",9,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,013",9,"PALOMERO, A GRANEL",18.5,"1",KG
39,"Querétaro, Qro.","2,013",9,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,013",9,"PALOMERO, A GRANEL",19.75,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"POZOLERO, S/CABEZA, A GRANEL",18.75,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"PALOMERO, A GRANEL",27.5,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"PALOMERO, A GRANEL",23,"1",KG
1,Área Met. de la Cd. de México,"2,016",2,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,016",2,"POZOLERO, ROJO, A GRANEL",26.5,"1",KG
3,"Morelia, Mich.","2,016",2,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",2,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",2,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,016",2,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",2,"POZOLERO, A GRANEL",18,"1",KG
11,"Puebla, Pue.","2,016",2,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",2,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,016",2,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,016",2,"PALOMERO, A GRANEL",19.5,"1",KG
14,"Toluca, Edo. de Méx.","2,016",2,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",2,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
16,"Veracruz, Ver.","2,016",2,"PALOMERO, A GRANEL",16,"1",KG
22,"Córdoba, Ver.","2,016",2,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",2,"PALOMERO, A GRANEL",14.73,"1",KG
24,"Tijuana, B.C.","2,016",2,"POZOLERO, A GRANEL",23.25,"1",KG
24,"Tijuana, B.C.","2,016",2,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,016",2,"PALOMERO, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",2,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",2,"POZOLERO, GRANDE, A GRANEL",19.75,"1",KG
31,"Iguala, Gro.","2,016",2,"POZOLERO, A GRANEL",20,"1",KG
34,"Cortazar, Gto.","2,016",2,"POZOLERO, A GRANEL",22.5,"1",KG
36,"Durango, Dgo.","2,016",2,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",2,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,016",2,"POZOLERO, A GRANEL",18,"1",KG
38,"Oaxaca, Oax.","2,016",2,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
39,"Querétaro, Qro.","2,016",2,"PALOMERO, A GRANEL",25,"1",KG
39,"Querétaro, Qro.","2,016",2,"PALOMERO, A GRANEL",18,"1",KG
41,"Tlaxcala, Tlax.","2,016",2,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"PALOMERO, A GRANEL",25.75,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"POZOLERO, S/CABEZA, A GRANEL",19.63,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",3,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
3,"Morelia, Mich.","2,016",3,"POZOLERO, ROJO, A GRANEL",26.5,"1",KG
3,"Morelia, Mich.","2,016",3,"PALOMERO, A GRANEL",14,"1",KG
4,"Guadalajara, Jal.","2,016",3,"POZOLERO, BLANCO, A GRANEL",22,"1",KG
5,"Monterrey, N.L.","2,016",3,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,016",3,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,016",3,"POZOLERO, A GRANEL",18,"1",KG
11,"Puebla, Pue.","2,016",3,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
12,"San Luis Potosí, S.L.P.","2,016",3,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,016",3,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,016",3,"PALOMERO, A GRANEL",20,"1",KG
14,"Toluca, Edo. de Méx.","2,016",3,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,016",3,"POZOLERO, S/CABEZA, A GRANEL",18.75,"1",KG
16,"Veracruz, Ver.","2,016",3,"PALOMERO, A GRANEL",14,"1",KG
22,"Córdoba, Ver.","2,016",3,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,016",3,"PALOMERO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,016",3,"POZOLERO, A GRANEL",25,"1",KG
24,"Tijuana, B.C.","2,016",3,"POZOLERO, A GRANEL",28,"1",KG
24,"Tijuana, B.C.","2,016",3,"PALOMERO, A GRANEL",21,"1",KG
26,"Colima, Col.","2,016",3,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
26,"Colima, Col.","2,016",3,"POZOLERO, GRANDE, A GRANEL",19.75,"1",KG
31,"Iguala, Gro.","2,016",3,"POZOLERO, A GRANEL",22,"1",KG
34,"Cortazar, Gto.","2,016",3,"POZOLERO, A GRANEL",23.75,"1",KG
36,"Durango, Dgo.","2,016",3,"PALOMERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,016",3,"POZOLERO, GRANDE, A GRANEL",20,"1",KG
37,"Tepic, Nay.","2,016",3,"POZOLERO, A GRANEL",18,"1",KG
38,"Oaxaca, Oax.","2,016",3,"POZOLERO, S/CABEZA, A GRANEL",22,"1",KG
39,"Querétaro, Qro.","2,016",3,"PALOMERO, A GRANEL",17.63,"1",KG
39,"Querétaro, Qro.","2,016",3,"PALOMERO, A GRANEL",18,"1",KG
41,"Tlaxcala, Tlax.","2,016",3,"PALOMERO, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"PALOMERO, A GRANEL",25.25,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,016",4,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,016",4,"POZOLERO, ROJO, A GRANEL",18.5,"1",KG
